iteration,fitnessValue
0,63507.0
1,66111.0
2,65190.0
3,74429.0
4,67018.0
5,65907.0
6,69339.0
7,68518.0
8,67509.0
9,65368.0
10,61967.0
11,62408.0
12,58079.0
13,63854.0
14,64915.0
15,66700.0
16,66069.0
17,66116.0
18,66867.0
19,66798.0
20,64933.0
21,65439.0
22,67032.0
23,67325.0
24,63919.0
25,66532.0
26,61366.0
27,66832.0
28,64352.0
29,67945.0
30,64172.0
31,62651.0
32,68612.0
33,70720.0
34,63063.0
35,64747.0
36,69111.0
37,63941.0
38,69234.0
39,71699.0
40,68403.0
41,55640.0
42,69212.0
43,63125.0
44,64987.0
45,60849.0
46,68825.0
47,64116.0
48,67754.0
49,65436.0
50,68504.0
51,61114.0
52,65163.0
53,66539.0
54,66558.0
55,67490.0
56,65942.0
57,58039.0
58,63976.0
59,67687.0
60,70521.0
61,61426.0
62,66119.0
63,62667.0
64,63008.0
65,65563.0
66,70150.0
67,67316.0
68,64206.0
69,64440.0
70,67691.0
71,67202.0
72,65573.0
73,60102.0
74,63220.0
75,69656.0
76,63903.0
77,70935.0
78,68640.0
79,65132.0
80,67856.0
81,63242.0
82,67334.0
83,63992.0
84,61877.0
85,67136.0
86,63321.0
87,65404.0
88,65177.0
89,62481.0
90,63938.0
91,69119.0
92,68019.0
93,66948.0
94,61883.0
95,59646.0
96,57801.0
97,64570.0
98,68872.0
99,64012.0
100,65304.0
101,65125.0
102,66867.0
103,67593.0
104,64102.0
105,68436.0
106,64969.0
107,66183.0
108,66198.0
109,62930.0
110,67699.0
111,65631.0
112,64932.0
113,67454.0
114,67430.0
115,67176.0
116,66539.0
117,64598.0
118,64267.0
119,59155.0
120,67619.0
121,62186.0
122,59649.0
123,63504.0
124,65519.0
125,63177.0
126,66185.0
127,66670.0
128,65897.0
129,63927.0
130,60979.0
131,68216.0
132,49506.0
133,60651.0
134,65521.0
135,68493.0
136,69695.0
137,61504.0
138,63983.0
139,64464.0
140,62258.0
141,65805.0
142,62225.0
143,65502.0
144,64908.0
145,64864.0
146,64252.0
147,68598.0
148,70555.0
149,65445.0
150,61419.0
151,68038.0
152,66542.0
153,69854.0
154,58744.0
155,64789.0
156,66660.0
157,63629.0
158,69607.0
159,67148.0
160,66450.0
161,59658.0
162,71267.0
163,68222.0
164,59677.0
165,66145.0
166,66328.0
167,67134.0
168,69952.0
169,68007.0
170,71697.0
171,69598.0
172,64681.0
173,70212.0
174,68191.0
175,68538.0
176,71627.0
177,65121.0
178,65408.0
179,60784.0
180,67691.0
181,60379.0
182,67840.0
183,65905.0
184,64255.0
185,64625.0
186,66023.0
187,64759.0
188,67785.0
189,67964.0
190,61422.0
191,68239.0
192,64191.0
193,56170.0
194,65731.0
195,63038.0
196,62682.0
197,69399.0
198,65819.0
199,64150.0
