iteration,fitnessValue
0,66041.0
1,67135.0
2,52882.0
3,65276.0
4,67985.0
5,70366.0
6,65734.0
7,70194.0
8,72807.0
9,71132.0
10,62294.0
11,66260.0
12,69497.0
13,67072.0
14,66581.0
15,66148.0
16,70389.0
17,63580.0
18,65768.0
19,55967.0
20,62031.0
21,62620.0
22,58937.0
23,65196.0
24,57278.0
25,67289.0
26,63248.0
27,67296.0
28,68061.0
29,68801.0
30,66826.0
31,66103.0
32,63915.0
33,66446.0
34,63915.0
35,64468.0
36,67377.0
37,70068.0
38,67881.0
39,69004.0
40,61277.0
41,61889.0
42,69572.0
43,67132.0
44,69508.0
45,67170.0
46,63948.0
47,67221.0
48,60966.0
49,69932.0
50,69481.0
51,66147.0
52,64165.0
53,64470.0
54,64497.0
55,61518.0
56,71496.0
57,65375.0
58,68802.0
59,68609.0
60,68014.0
61,68862.0
62,70532.0
63,67386.0
64,67491.0
65,65785.0
66,67328.0
67,66498.0
68,69477.0
69,63791.0
70,65088.0
71,63439.0
72,64646.0
73,65129.0
74,64729.0
75,59480.0
76,66227.0
77,54831.0
78,63811.0
79,65787.0
80,66464.0
81,66597.0
82,69395.0
83,67838.0
84,69898.0
85,68709.0
86,60951.0
87,61726.0
88,64809.0
89,71302.0
90,61094.0
91,70299.0
92,66028.0
93,67881.0
94,63878.0
95,68636.0
96,70346.0
97,67644.0
98,63192.0
99,62063.0
100,62926.0
101,64499.0
102,64990.0
103,67757.0
104,68936.0
105,67080.0
106,70534.0
107,66263.0
108,65617.0
109,67003.0
110,59701.0
111,64383.0
112,65689.0
113,69041.0
114,65251.0
115,70836.0
116,70930.0
117,64004.0
118,66994.0
119,57754.0
120,70169.0
121,69564.0
122,64306.0
123,65362.0
124,70056.0
125,69084.0
126,67363.0
127,63555.0
128,66988.0
129,68505.0
130,66636.0
131,67602.0
132,65840.0
133,68915.0
134,66746.0
135,61179.0
136,60415.0
137,58240.0
138,66195.0
139,64921.0
140,65470.0
141,60646.0
142,65520.0
143,69010.0
144,62335.0
145,66152.0
146,62273.0
147,66368.0
148,67763.0
149,64916.0
150,63136.0
151,64818.0
152,66804.0
153,69283.0
154,71171.0
155,68088.0
156,63145.0
157,66356.0
158,65606.0
159,68704.0
160,64515.0
161,67233.0
162,62142.0
163,63668.0
164,70678.0
165,70363.0
166,63925.0
167,63033.0
168,63101.0
169,62328.0
170,66175.0
171,69130.0
172,58378.0
173,63456.0
174,72686.0
175,64057.0
176,69914.0
177,65791.0
178,63308.0
179,67837.0
180,63555.0
181,67058.0
182,71799.0
183,61395.0
184,69810.0
185,66989.0
186,64218.0
187,69725.0
188,65880.0
189,64358.0
190,60013.0
191,65975.0
192,65418.0
193,69982.0
194,62977.0
195,69412.0
196,66176.0
197,56712.0
198,60914.0
199,71062.0
