iteration,fitnessValue
0,65259.0
1,66454.0
2,64916.0
3,60299.0
4,73501.0
5,68510.0
6,66103.0
7,65380.0
8,67665.0
9,62946.0
10,67024.0
11,64486.0
12,64107.0
13,64704.0
14,62847.0
15,63424.0
16,66512.0
17,65555.0
18,61399.0
19,68945.0
20,65395.0
21,63905.0
22,67612.0
23,63842.0
24,67106.0
25,65196.0
26,65920.0
27,64858.0
28,68362.0
29,67922.0
30,69714.0
31,65180.0
32,59876.0
33,67560.0
34,64149.0
35,64388.0
36,65412.0
37,59832.0
38,61387.0
39,59353.0
40,67325.0
41,68309.0
42,67872.0
43,57060.0
44,70252.0
45,67444.0
46,68866.0
47,63182.0
48,65515.0
49,67793.0
50,60827.0
51,62227.0
52,66842.0
53,68103.0
54,70308.0
55,58315.0
56,65374.0
57,63712.0
58,64992.0
59,68426.0
60,69376.0
61,68164.0
62,67995.0
63,61903.0
64,68051.0
65,63213.0
66,67201.0
67,67188.0
68,64927.0
69,65290.0
70,68907.0
71,58422.0
72,67755.0
73,69905.0
74,59093.0
75,62067.0
76,67751.0
77,65953.0
78,69746.0
79,60961.0
80,56491.0
81,69085.0
82,66653.0
83,66546.0
84,59615.0
85,62537.0
86,66093.0
87,66679.0
88,69591.0
89,66013.0
90,62161.0
91,66278.0
92,67904.0
93,68806.0
94,60490.0
95,65243.0
96,63788.0
97,63776.0
98,63930.0
99,65289.0
100,67018.0
101,66972.0
102,65156.0
103,69321.0
104,64033.0
105,67291.0
106,67091.0
107,65514.0
108,63738.0
109,63001.0
110,68652.0
111,62214.0
112,65377.0
113,63146.0
114,60976.0
115,67125.0
116,63962.0
117,64189.0
118,66788.0
119,65150.0
120,70021.0
121,66273.0
122,66268.0
123,67461.0
124,63455.0
125,66452.0
126,70273.0
127,67651.0
128,64591.0
129,61458.0
130,69581.0
131,61884.0
132,67220.0
133,62252.0
134,66925.0
135,65956.0
136,66137.0
137,66798.0
138,67731.0
139,63880.0
140,71343.0
141,65536.0
142,65139.0
143,68639.0
144,70036.0
145,65979.0
146,69322.0
147,66719.0
148,67522.0
149,59999.0
150,67473.0
151,66107.0
152,62869.0
153,60649.0
154,66195.0
155,70065.0
156,60857.0
157,63250.0
158,64859.0
159,66297.0
160,67421.0
161,66354.0
162,63147.0
163,70575.0
164,61955.0
165,66610.0
166,64083.0
167,66218.0
168,66092.0
169,60233.0
170,65555.0
171,64560.0
172,55574.0
173,71053.0
174,63346.0
175,64292.0
176,65718.0
177,69537.0
178,65486.0
179,67682.0
180,64328.0
181,67594.0
182,62768.0
183,64710.0
184,63783.0
185,68240.0
186,68590.0
187,66568.0
188,60885.0
189,67713.0
190,60006.0
191,65911.0
192,64247.0
193,64687.0
194,60508.0
195,62765.0
196,61382.0
197,64391.0
198,66763.0
199,64948.0
