iteration,fitnessValue
0,64697.0
1,63982.0
2,62161.0
3,67759.0
4,67585.0
5,59602.0
6,66232.0
7,67382.0
8,61681.0
9,69079.0
10,66326.0
11,70709.0
12,66402.0
13,62677.0
14,64917.0
15,64563.0
16,64519.0
17,61546.0
18,65639.0
19,63457.0
20,64102.0
21,59434.0
22,58652.0
23,60682.0
24,64458.0
25,62316.0
26,59118.0
27,60020.0
28,62420.0
29,62048.0
30,64820.0
31,67870.0
32,63639.0
33,54772.0
34,65289.0
35,62479.0
36,62795.0
37,63242.0
38,62261.0
39,61680.0
40,57420.0
41,59679.0
42,59161.0
43,63926.0
44,60604.0
45,62013.0
46,59054.0
47,63689.0
48,60557.0
49,63558.0
50,62199.0
51,59926.0
52,60167.0
53,62041.0
54,62931.0
55,62408.0
56,64855.0
57,58394.0
58,63943.0
59,64615.0
60,58438.0
61,64635.0
62,65187.0
63,58881.0
64,60992.0
65,68526.0
66,64382.0
67,63064.0
68,61540.0
69,58502.0
70,63781.0
71,63269.0
72,56859.0
73,57344.0
74,61725.0
75,63661.0
76,61750.0
77,59474.0
78,55339.0
79,55654.0
80,58196.0
81,61576.0
82,60278.0
83,66775.0
84,61977.0
85,62891.0
86,58294.0
87,63822.0
88,60252.0
89,65130.0
90,56979.0
91,55293.0
92,62044.0
93,62595.0
94,62735.0
95,64122.0
96,60452.0
97,63131.0
98,63273.0
99,62133.0
100,61206.0
101,58940.0
102,59152.0
103,59357.0
104,61148.0
105,59785.0
106,63633.0
107,60100.0
108,60402.0
109,62642.0
110,61440.0
111,62660.0
112,64103.0
113,59439.0
114,53255.0
115,62525.0
116,63742.0
117,61355.0
118,62078.0
119,60292.0
120,60767.0
121,63226.0
122,57781.0
123,63296.0
124,53095.0
125,65594.0
126,58601.0
127,57445.0
128,61490.0
129,60930.0
130,63463.0
131,65227.0
132,61778.0
133,61204.0
134,62192.0
135,62402.0
136,59136.0
137,62535.0
138,63619.0
139,58420.0
140,64606.0
141,58493.0
142,62561.0
143,64317.0
144,64975.0
145,63773.0
146,62453.0
147,64037.0
148,62064.0
149,62109.0
150,62572.0
151,59368.0
152,61193.0
153,58094.0
154,62287.0
155,63734.0
156,63409.0
157,62482.0
158,58603.0
159,64371.0
160,62518.0
161,61288.0
162,56625.0
163,59884.0
164,62214.0
165,61121.0
166,56625.0
167,61463.0
168,61094.0
169,63317.0
170,57900.0
171,48398.0
172,65497.0
173,61569.0
174,61344.0
175,62587.0
176,62380.0
177,65739.0
178,63132.0
179,62636.0
180,57905.0
181,58302.0
182,57078.0
183,60471.0
184,63598.0
185,65074.0
186,66430.0
187,64135.0
188,60937.0
189,57702.0
190,56722.0
191,55028.0
192,63367.0
193,60962.0
194,49460.0
195,60926.0
196,58513.0
197,62794.0
198,65917.0
199,63148.0
