iteration,fitnessValue
0,84518.0
1,88704.0
2,76150.0
3,72311.0
4,78679.0
5,81936.0
6,74470.0
7,72564.0
8,84635.0
9,91900.0
10,74767.0
11,83336.0
12,75529.0
13,85140.0
14,80723.0
15,94536.0
16,81496.0
17,90447.0
18,71720.0
19,79377.0
20,53622.0
21,64093.0
22,65743.0
23,62852.0
24,60717.0
25,44627.0
26,47855.0
27,55257.0
28,54434.0
29,60739.0
30,53822.0
31,50095.0
32,57426.0
33,58256.0
34,56917.0
35,46170.0
36,52994.0
37,48374.0
38,57805.0
39,53266.0
40,49176.0
41,52884.0
42,52142.0
43,58330.0
44,51210.0
45,50006.0
46,63440.0
47,63055.0
48,59628.0
49,54555.0
50,58117.0
51,60034.0
52,56394.0
53,63017.0
54,46767.0
55,48632.0
56,44371.0
57,52494.0
58,42977.0
59,53485.0
60,59511.0
61,47092.0
62,46601.0
63,51299.0
64,44629.0
65,54908.0
66,53076.0
67,52519.0
68,55119.0
69,47362.0
70,47214.0
71,45992.0
72,51518.0
73,68166.0
74,45269.0
75,52822.0
76,50956.0
77,57364.0
78,39402.0
79,50256.0
80,50934.0
81,49984.0
82,53733.0
83,51352.0
84,45290.0
85,48928.0
86,49913.0
87,44561.0
88,53119.0
89,47868.0
90,46835.0
91,51308.0
92,53765.0
93,55437.0
94,61332.0
95,47892.0
96,45437.0
97,47369.0
98,51836.0
99,50050.0
100,51991.0
101,45434.0
102,45301.0
103,43129.0
104,48675.0
105,53107.0
106,51254.0
107,46119.0
108,45566.0
109,48951.0
110,55494.0
111,45559.0
112,56795.0
113,39764.0
114,50789.0
115,57071.0
116,47604.0
117,54086.0
118,53865.0
119,56967.0
120,49806.0
121,53169.0
122,51619.0
123,52471.0
124,54874.0
125,56531.0
126,61773.0
127,48031.0
128,55277.0
129,48044.0
130,46827.0
131,53136.0
132,46821.0
133,63206.0
134,61014.0
135,53980.0
136,55686.0
137,54758.0
138,50240.0
139,43527.0
140,49212.0
141,49753.0
142,46938.0
143,50078.0
144,51560.0
145,49739.0
146,52738.0
147,50204.0
148,57273.0
149,51235.0
150,48926.0
151,59049.0
152,52203.0
153,62645.0
154,50324.0
155,52880.0
156,53634.0
157,59790.0
158,50907.0
159,41749.0
160,45042.0
161,56901.0
162,47573.0
163,53741.0
164,56205.0
165,46937.0
166,39032.0
167,42951.0
168,55206.0
169,40821.0
170,44943.0
171,44958.0
172,45173.0
173,38027.0
174,51746.0
175,55478.0
176,46756.0
177,45607.0
178,46350.0
179,43733.0
180,50363.0
181,48326.0
182,53618.0
183,47916.0
184,56182.0
185,42104.0
186,57260.0
187,54945.0
188,47970.0
189,56854.0
190,55167.0
191,48759.0
192,46086.0
193,52776.0
194,52243.0
195,58838.0
196,45460.0
197,42792.0
198,41161.0
199,55455.0
