iteration,fitnessValue
0,60269.0
1,65376.0
2,65334.0
3,64949.0
4,64845.0
5,65297.0
6,61629.0
7,62210.0
8,61989.0
9,61480.0
10,58073.0
11,64884.0
12,58321.0
13,59824.0
14,49236.0
15,50542.0
16,48480.0
17,40413.0
18,38615.0
19,36532.0
20,30394.0
21,32352.0
22,32340.0
23,30643.0
24,29974.0
25,29963.0
26,30897.0
27,29497.0
28,28662.0
29,29698.0
30,30397.0
31,30262.0
32,29568.0
33,30118.0
34,28756.0
35,29009.0
36,28530.0
37,29407.0
38,29229.0
39,30295.0
40,30564.0
41,29326.0
42,30266.0
43,29341.0
44,29566.0
45,30387.0
46,29986.0
47,29001.0
48,28726.0
49,30420.0
50,29273.0
51,29696.0
52,29906.0
53,30095.0
54,30635.0
55,30942.0
56,29658.0
57,30744.0
58,28335.0
59,29766.0
60,30082.0
61,29141.0
62,30018.0
63,29525.0
64,29259.0
65,28726.0
66,30542.0
67,29331.0
68,30023.0
69,29381.0
70,29265.0
71,28906.0
72,28770.0
73,28648.0
74,30168.0
75,28715.0
76,29338.0
77,29338.0
78,27688.0
79,30253.0
80,29530.0
81,29440.0
82,29253.0
83,28697.0
84,28840.0
85,28649.0
86,29540.0
87,28146.0
88,29070.0
89,29284.0
90,28002.0
91,28871.0
92,29704.0
93,29336.0
94,30902.0
95,29853.0
96,29153.0
97,28807.0
98,28211.0
99,29776.0
100,29110.0
101,27694.0
102,28229.0
103,29080.0
104,27294.0
105,25914.0
106,29491.0
107,31491.0
108,29448.0
109,29939.0
110,30346.0
111,28499.0
112,30003.0
113,28925.0
114,29688.0
115,29594.0
116,28185.0
117,29960.0
118,29403.0
119,28724.0
120,29321.0
121,28890.0
122,28360.0
123,29147.0
124,29089.0
125,28507.0
126,29644.0
127,28292.0
128,29235.0
129,29984.0
130,28027.0
131,28512.0
132,29252.0
133,29069.0
134,30783.0
135,27378.0
136,29793.0
137,29882.0
138,29437.0
139,29529.0
140,29608.0
141,31101.0
142,29960.0
143,28688.0
144,28152.0
145,30878.0
146,28834.0
147,29438.0
148,30261.0
149,29846.0
150,29424.0
151,28987.0
152,27477.0
153,29891.0
154,28656.0
155,29692.0
156,29163.0
157,29818.0
158,29715.0
159,27510.0
160,29344.0
161,28991.0
162,28524.0
163,28296.0
164,28284.0
165,29925.0
166,28047.0
167,27245.0
168,31004.0
169,29900.0
170,29214.0
171,27610.0
172,29835.0
173,28492.0
174,28999.0
175,27459.0
176,29661.0
177,27713.0
178,28747.0
179,29575.0
180,28287.0
181,29264.0
182,29835.0
183,28590.0
184,27855.0
185,28074.0
186,29387.0
187,29959.0
188,27855.0
189,29621.0
190,30063.0
191,29783.0
192,28367.0
193,28663.0
194,27382.0
195,30606.0
196,30781.0
197,28936.0
198,29009.0
199,27489.0
