iteration,fitnessValue
0,62664.0
1,63172.0
2,65239.0
3,69985.0
4,66195.0
5,64473.0
6,64397.0
7,67837.0
8,63922.0
9,65728.0
10,68750.0
11,69569.0
12,63996.0
13,63600.0
14,59056.0
15,60175.0
16,49222.0
17,44979.0
18,39834.0
19,36162.0
20,36695.0
21,34091.0
22,31892.0
23,31652.0
24,30540.0
25,31003.0
26,32607.0
27,30509.0
28,29663.0
29,31993.0
30,31506.0
31,30610.0
32,31052.0
33,31993.0
34,28916.0
35,30607.0
36,31844.0
37,30649.0
38,30155.0
39,29593.0
40,30322.0
41,28967.0
42,31183.0
43,29816.0
44,29833.0
45,29194.0
46,29520.0
47,30960.0
48,29820.0
49,31790.0
50,28016.0
51,31847.0
52,32229.0
53,30341.0
54,31500.0
55,29115.0
56,30667.0
57,29967.0
58,29762.0
59,30611.0
60,30261.0
61,30095.0
62,28922.0
63,29177.0
64,29408.0
65,30335.0
66,28180.0
67,31297.0
68,29697.0
69,30668.0
70,30121.0
71,30487.0
72,30649.0
73,28989.0
74,30250.0
75,31252.0
76,29265.0
77,27564.0
78,29645.0
79,32010.0
80,31385.0
81,29682.0
82,34263.0
83,31110.0
84,29499.0
85,31344.0
86,30915.0
87,28307.0
88,29314.0
89,30343.0
90,30164.0
91,30311.0
92,31915.0
93,31339.0
94,29691.0
95,30863.0
96,30559.0
97,30264.0
98,28125.0
99,30696.0
100,31052.0
101,32120.0
102,28789.0
103,30816.0
104,30422.0
105,30446.0
106,29626.0
107,28622.0
108,28708.0
109,30795.0
110,29358.0
111,28850.0
112,30291.0
113,28852.0
114,31217.0
115,30287.0
116,28954.0
117,31420.0
118,29781.0
119,29612.0
120,30704.0
121,32063.0
122,29568.0
123,26399.0
124,29771.0
125,30966.0
126,28559.0
127,30131.0
128,29209.0
129,28922.0
130,30486.0
131,28328.0
132,29828.0
133,31112.0
134,30623.0
135,30572.0
136,29041.0
137,29446.0
138,30659.0
139,28775.0
140,28386.0
141,28521.0
142,29597.0
143,30210.0
144,29508.0
145,31073.0
146,28736.0
147,28518.0
148,29123.0
149,30164.0
150,30175.0
151,28745.0
152,27178.0
153,31620.0
154,28806.0
155,27393.0
156,29150.0
157,30524.0
158,28986.0
159,31870.0
160,28427.0
161,29507.0
162,29177.0
163,29064.0
164,28348.0
165,29959.0
166,29870.0
167,30160.0
168,31664.0
169,29597.0
170,29340.0
171,32753.0
172,31510.0
173,31006.0
174,29453.0
175,30231.0
176,28167.0
177,28992.0
178,28228.0
179,29420.0
180,33538.0
181,29575.0
182,30758.0
183,31226.0
184,30060.0
185,30117.0
186,28942.0
187,29892.0
188,31908.0
189,29517.0
190,28949.0
191,32286.0
192,29773.0
193,31085.0
194,29292.0
195,31732.0
196,28393.0
197,29726.0
198,28631.0
199,30460.0
