iteration,fitnessValue
0,26701.0
1,26618.0
2,26775.0
3,26708.0
4,26816.0
5,25876.0
6,26436.0
7,26472.0
8,25864.0
9,25555.0
10,27660.0
11,25565.0
12,26433.0
13,25263.0
14,25818.0
15,25874.0
16,25249.0
17,25631.0
18,25554.0
19,25330.0
20,25401.0
21,26146.0
22,25554.0
23,25554.0
24,25470.0
25,25470.0
26,25535.0
27,25636.0
28,25376.0
29,25470.0
30,25688.0
31,25178.0
32,25470.0
33,25463.0
34,25763.0
35,25401.0
36,25473.0
37,25730.0
38,25730.0
39,25803.0
40,25738.0
41,25470.0
42,25688.0
43,25941.0
44,25506.0
45,25473.0
46,25799.0
47,25681.0
48,25470.0
49,25401.0
50,25470.0
51,25730.0
52,25698.0
53,25470.0
54,25315.0
55,25681.0
56,25681.0
57,25473.0
58,25688.0
59,25470.0
60,25594.0
61,25460.0
62,25470.0
63,25792.0
64,25672.0
65,25688.0
66,25460.0
67,25500.0
68,25608.0
69,25470.0
70,25473.0
71,25315.0
72,25222.0
73,25541.0
74,25473.0
75,25705.0
76,25503.0
77,25854.0
78,25503.0
79,25473.0
80,25717.0
81,25463.0
82,25470.0
83,25688.0
84,25473.0
85,25470.0
86,25636.0
87,25473.0
88,25470.0
89,25717.0
90,25730.0
91,25688.0
92,25554.0
93,25470.0
94,25470.0
95,25470.0
96,25470.0
97,25554.0
98,25503.0
99,25470.0
100,25355.0
101,25860.0
102,25419.0
103,25470.0
104,25470.0
105,25470.0
106,25473.0
107,25470.0
108,25401.0
109,25688.0
110,25681.0
111,25470.0
112,25688.0
113,26132.0
114,25730.0
115,25718.0
116,25681.0
117,25569.0
118,25470.0
119,25730.0
120,25470.0
121,25470.0
122,25718.0
123,25470.0
124,25470.0
125,25470.0
126,25730.0
127,25636.0
128,25470.0
129,25470.0
130,24989.0
131,25717.0
132,25464.0
133,25688.0
134,25730.0
135,25460.0
136,25688.0
137,25460.0
138,25473.0
139,25688.0
140,25688.0
141,25803.0
142,25769.0
143,25762.0
144,25470.0
145,25886.0
146,25470.0
147,25396.0
148,25219.0
149,25463.0
150,25473.0
151,25401.0
152,25473.0
153,25219.0
154,25730.0
155,25463.0
156,25557.0
157,25688.0
158,25636.0
159,25705.0
160,25470.0
161,25682.0
162,25681.0
163,25470.0
164,25730.0
165,25358.0
166,25470.0
167,25470.0
168,25730.0
169,25688.0
170,25557.0
171,25650.0
172,25470.0
173,25743.0
174,25705.0
175,25730.0
176,25470.0
177,25470.0
178,25887.0
179,25401.0
180,25667.0
181,25401.0
182,25470.0
183,25893.0
184,25470.0
185,25470.0
186,25470.0
187,25246.0
188,25473.0
189,25464.0
190,25470.0
191,25652.0
192,25331.0
193,25826.0
194,25470.0
195,25470.0
196,25670.0
197,25541.0
198,25763.0
199,25460.0
