iteration,fitnessValue
0,27051.0
1,25443.0
2,26643.0
3,26426.0
4,25357.0
5,26014.0
6,26290.0
7,26471.0
8,25743.0
9,25559.0
10,25952.0
11,26152.0
12,25701.0
13,25975.0
14,25841.0
15,26035.0
16,25554.0
17,25500.0
18,25719.0
19,25760.0
20,25688.0
21,25532.0
22,25470.0
23,25470.0
24,25769.0
25,25470.0
26,25473.0
27,25470.0
28,25470.0
29,25688.0
30,25396.0
31,25473.0
32,25470.0
33,25460.0
34,25470.0
35,25470.0
36,25470.0
37,25470.0
38,25470.0
39,25760.0
40,25666.0
41,25470.0
42,25717.0
43,25473.0
44,25688.0
45,25688.0
46,25473.0
47,25323.0
48,25473.0
49,25666.0
50,25470.0
51,25688.0
52,25318.0
53,25219.0
54,25470.0
55,25470.0
56,25503.0
57,25688.0
58,25379.0
59,25748.0
60,25503.0
61,25470.0
62,25470.0
63,25249.0
64,25688.0
65,25473.0
66,25342.0
67,25760.0
68,25470.0
69,25463.0
70,25839.0
71,25688.0
72,25763.0
73,25688.0
74,25688.0
75,25473.0
76,25473.0
77,25470.0
78,25803.0
79,25473.0
80,25470.0
81,25470.0
82,25470.0
83,25705.0
84,25551.0
85,25688.0
86,25805.0
87,25688.0
88,25561.0
89,25391.0
90,25688.0
91,25470.0
92,25717.0
93,25792.0
94,26144.0
95,25473.0
96,25763.0
97,25473.0
98,25460.0
99,25688.0
100,25470.0
101,25803.0
102,25470.0
103,25473.0
104,25470.0
105,25460.0
106,25470.0
107,25087.0
108,25473.0
109,25688.0
110,25222.0
111,25470.0
112,25401.0
113,25688.0
114,25473.0
115,25717.0
116,25473.0
117,25470.0
118,25869.0
119,25473.0
120,25470.0
121,25681.0
122,25470.0
123,25554.0
124,25473.0
125,25470.0
126,25470.0
127,25470.0
128,25568.0
129,25717.0
130,25860.0
131,25246.0
132,25666.0
133,25470.0
134,25470.0
135,25688.0
136,25442.0
137,25470.0
138,25460.0
139,25470.0
140,25763.0
141,25672.0
142,25769.0
143,25803.0
144,25470.0
145,25717.0
146,25463.0
147,25470.0
148,25682.0
149,25688.0
150,25473.0
151,25933.0
152,25222.0
153,25473.0
154,25705.0
155,25844.0
156,25730.0
157,25730.0
158,25730.0
159,25473.0
160,25714.0
161,25554.0
162,25470.0
163,25463.0
164,25419.0
165,25557.0
166,25860.0
167,25470.0
168,25470.0
169,25561.0
170,25608.0
171,25785.0
172,25473.0
173,25730.0
174,25688.0
175,25463.0
176,25470.0
177,25473.0
178,25473.0
179,25470.0
180,25470.0
181,25470.0
182,25705.0
183,25473.0
184,25652.0
185,25473.0
186,25470.0
187,25760.0
188,25473.0
189,25470.0
190,25460.0
191,25500.0
192,25470.0
193,25473.0
194,25470.0
195,25869.0
196,25470.0
197,25473.0
198,25470.0
199,25500.0
